Sr_no,movieid,userid,rating,title,genres,tag,sentiment
835,6572,128,3,Scorched (2003),Comedy|Crime,stupid,good
836,6572,128,3,Scorched (2003),Comedy|Crime,multiple storylines,good
837,6572,128,3,Scorched (2003),Comedy|Crime,John Cleese,good
838,6572,128,3,Scorched (2003),Comedy|Crime,feel-good,good
839,6572,128,3,Scorched (2003),Comedy|Crime,bank robbery,good
840,6755,128,4.5,Bubba Ho-tep (2002),Comedy|Horror,quirky,excellent
841,6755,128,4.5,Bubba Ho-tep (2002),Comedy|Horror,hilarious,excellent
842,6755,128,4.5,Bubba Ho-tep (2002),Comedy|Horror,Bruce Campbell,excellent
843,6755,128,4.5,Bubba Ho-tep (2002),Comedy|Horror,B-movie,excellent
844,6764,128,2.5,Rundown, The (2003),Seann William Scott,one time watch
845,6764,128,2.5,Rundown, The (2003),jungle,one time watch
846,6807,128,4,Monty Python's The Meaning of Life (1983),Comedy,silly,excellent
847,6807,128,4,Monty Python's The Meaning of Life (1983),Comedy,ridiculous,excellent
848,6807,128,4,Monty Python's The Meaning of Life (1983),Comedy,Monty Python,excellent
849,6807,128,4,Monty Python's The Meaning of Life (1983),Comedy,hilarious,excellent
850,6807,128,4,Monty Python's The Meaning of Life (1983),Comedy,classic,excellent
851,6936,128,3,Elf (2003),Children|Comedy|Fantasy,silly,good
852,6936,128,3,Elf (2003),Children|Comedy|Fantasy,Santa Claus,good
853,6936,128,3,Elf (2003),Children|Comedy|Fantasy,holiday,good
854,6936,128,3,Elf (2003),Children|Comedy|Fantasy,family friendly,good
855,6936,128,3,Elf (2003),Children|Comedy|Fantasy,elves,good
856,6936,128,3,Elf (2003),Children|Comedy|Fantasy,Christmas,good
857,6951,128,1.5,Cat in the Hat, The (2003),Mike Myers,poor
858,6951,128,1.5,Cat in the Hat, The (2003),based on a book,poor
859,6966,128,2.5,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller,villain,one time watch
860,6966,128,2.5,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller,superhero,one time watch
861,6966,128,2.5,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller,not funny,one time watch
862,6979,128,3,WarGames (1983),Drama|Sci-Fi|Thriller,world war III,good
863,6979,128,3,WarGames (1983),Drama|Sci-Fi|Thriller,simulation,good
864,6979,128,3,WarGames (1983),Drama|Sci-Fi|Thriller,nuclear war,good
865,6979,128,3,WarGames (1983),Drama|Sci-Fi|Thriller,NORAD,good
866,6979,128,3,WarGames (1983),Drama|Sci-Fi|Thriller,hackers,good
867,6979,128,3,WarGames (1983),Drama|Sci-Fi|Thriller,computer game,good
868,6979,128,3,WarGames (1983),Drama|Sci-Fi|Thriller,Cold War,good
869,6979,128,3,WarGames (1983),Drama|Sci-Fi|Thriller,artificial intelligence,good
870,7000,128,3,Hudson Hawk (1991),Action|Adventure|Comedy,Some good moments,good
871,7000,128,3,Hudson Hawk (1991),Action|Adventure|Comedy,absurd,good
872,7193,128,3,Adventures of Ford Fairlane, The (1990),stupid,good
873,7193,128,3,Adventures of Ford Fairlane, The (1990),satire,good
874,7193,128,3,Adventures of Ford Fairlane, The (1990),rock n' roll,good
875,7193,128,3,Adventures of Ford Fairlane, The (1990),private eye,good
876,7193,128,3,Adventures of Ford Fairlane, The (1990),private detective,good
877,7193,128,3,Adventures of Ford Fairlane, The (1990),parody,good
878,7193,128,3,Adventures of Ford Fairlane, The (1990),corny,good
879,7193,128,3,Adventures of Ford Fairlane, The (1990),classic,good
880,7297,128,3.5,Kitchen Stories (Salmer fra kjøkkenet) (2003),Comedy|Drama,quirky,good
881,7297,128,3.5,Kitchen Stories (Salmer fra kjøkkenet) (2003),Comedy|Drama,atmospheric,good
882,7348,128,3.5,Spartan (2004),Thriller,improbable,good
883,7361,128,4.5,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,surreal,excellent
884,7361,128,4.5,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,nonlinear,excellent
885,7361,128,4.5,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,memory,excellent
886,7361,128,4.5,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,imagination,excellent
887,7361,128,4.5,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,bittersweet,excellent
888,7361,128,4.5,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,amnesia,excellent
889,7361,128,4.5,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,alternate reality,excellent
890,7749,128,1,Weekend (a.k.a. Le Week-end) (Week End) (1967),Drama,slow,poor
891,7749,128,1,Weekend (a.k.a. Le Week-end) (Week End) (1967),Drama,pretentious,poor
892,8037,128,4,Non-Stop (1996),Action|Comedy|Crime,yakuza,excellent
893,8037,128,4,Non-Stop (1996),Action|Comedy|Crime,running,excellent
894,8037,128,4,Non-Stop (1996),Action|Comedy|Crime,quirky,excellent
895,8037,128,4,Non-Stop (1996),Action|Comedy|Crime,pursuit,excellent
896,8037,128,4,Non-Stop (1996),Action|Comedy|Crime,Japan,excellent
897,8369,128,3.5,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,who done it,good
898,8369,128,3.5,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,one-liners,good
899,8369,128,3.5,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,mediocre plot,good
900,8369,128,3.5,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,corny to the max,good
901,8369,128,3.5,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,corny,good
902,8578,128,1,Undead (2003),Action|Comedy|Horror|Sci-Fi,zombies,poor
903,8578,128,1,Undead (2003),Action|Comedy|Horror|Sci-Fi,zombie,poor
904,8578,128,1,Undead (2003),Action|Comedy|Horror|Sci-Fi,uninspired,poor
905,8578,128,1,Undead (2003),Action|Comedy|Horror|Sci-Fi,slow paced,poor
906,8578,128,1,Undead (2003),Action|Comedy|Horror|Sci-Fi,not funny,poor
907,8578,128,1,Undead (2003),Action|Comedy|Horror|Sci-Fi,idiotic,poor
908,8578,128,1,Undead (2003),Action|Comedy|Horror|Sci-Fi,epidemic,poor
909,8578,128,1,Undead (2003),Action|Comedy|Horror|Sci-Fi,dialogue,poor
910,8578,128,1,Undead (2003),Action|Comedy|Horror|Sci-Fi,characters,poor
911,8578,128,1,Undead (2003),Action|Comedy|Horror|Sci-Fi,cgi,poor
912,8578,128,1,Undead (2003),Action|Comedy|Horror|Sci-Fi,acting,poor
913,8807,128,3.5,Harold and Kumar Go to White Castle (2004),Adventure|Comedy,Neil Patrick Harris,good
914,8914,128,4,Primer (2004),Drama|Sci-Fi,time travel,excellent
915,8914,128,4,Primer (2004),Drama|Sci-Fi,physics,excellent
916,8914,128,4,Primer (2004),Drama|Sci-Fi,paradox,excellent
917,8914,128,4,Primer (2004),Drama|Sci-Fi,mindfuck,excellent
918,8914,128,4,Primer (2004),Drama|Sci-Fi,complicated plot,excellent
919,8914,128,4,Primer (2004),Drama|Sci-Fi,clever,excellent
920,26704,128,4.5,State of Grace (1990),Crime|Drama|Thriller,undercover cop,excellent
921,26704,128,4.5,State of Grace (1990),Crime|Drama|Thriller,organized crime,excellent
922,26704,128,4.5,State of Grace (1990),Crime|Drama|Thriller,Irish Americans,excellent
923,26704,128,4.5,State of Grace (1990),Crime|Drama|Thriller,Gary Oldman,excellent
924,26704,128,4.5,State of Grace (1990),Crime|Drama|Thriller,gangsters,excellent
925,26704,128,4.5,State of Grace (1990),Crime|Drama|Thriller,gangs,excellent
926,26704,128,4.5,State of Grace (1990),Crime|Drama|Thriller,friendship,excellent
927,27032,128,2,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,stupid,one time watch
928,27032,128,2,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,stunts,one time watch
929,27032,128,2,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,Special Effects,one time watch
930,27032,128,2,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,simple,one time watch
931,27032,128,2,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,ridiculous,one time watch
932,27032,128,2,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,kung fu,one time watch
933,27032,128,2,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,Jackie Chan,one time watch
934,27032,128,2,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,corny,one time watch
935,27032,128,2,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller,bad acting,one time watch
936,27397,128,3.5,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War,nonlinear,good
937,27397,128,3.5,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War,korea,good
938,27397,128,3.5,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War,investigation,good
939,27397,128,3.5,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War,friendship,good
940,27397,128,3.5,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War,bittersweet,good
941,27491,128,3.5,Pulse (Kairo) (2001),Horror|Mystery|Thriller,slow paced,good
942,27491,128,3.5,Pulse (Kairo) (2001),Horror|Mystery|Thriller,moody,good
943,27491,128,3.5,Pulse (Kairo) (2001),Horror|Mystery|Thriller,hard to follow,good
944,27491,128,3.5,Pulse (Kairo) (2001),Horror|Mystery|Thriller,atmospheric,good
945,27584,128,2.5,Dead End (2003),Comedy|Horror|Mystery|Thriller,stupid,one time watch
946,27611,128,4,Battlestar Galactica (2003),Drama|Sci-Fi|War,Special Effects,excellent
947,27611,128,4,Battlestar Galactica (2003),Drama|Sci-Fi|War,space,excellent
948,27611,128,4,Battlestar Galactica (2003),Drama|Sci-Fi|War,sci-fi,excellent
949,27611,128,4,Battlestar Galactica (2003),Drama|Sci-Fi|War,humanity,excellent
950,27700,128,4,Evil (Ondskan) (2003),Drama,oppression,excellent
951,27700,128,4,Evil (Ondskan) (2003),Drama,hierarchy,excellent
952,27700,128,4,Evil (Ondskan) (2003),Drama,friendship,excellent
953,27700,128,4,Evil (Ondskan) (2003),Drama,domestic violence,excellent
954,27700,128,4,Evil (Ondskan) (2003),Drama,bullying,excellent
955,27700,128,4,Evil (Ondskan) (2003),Drama,boarding school,excellent
956,27700,128,4,Evil (Ondskan) (2003),Drama,based on a book,excellent
957,27700,128,4,Evil (Ondskan) (2003),Drama,autobiographical,excellent
958,27700,128,4,Evil (Ondskan) (2003),Drama,1950s,excellent
959,27904,128,4,Scanner Darkly, A (2006),surreal,excellent
960,27904,128,4,Scanner Darkly, A (2006),rotoscoping,excellent
961,27904,128,4,Scanner Darkly, A (2006),Robert Downey Jr.,excellent
962,27904,128,4,Scanner Darkly, A (2006),paranoia,excellent
963,27904,128,4,Scanner Darkly, A (2006),Keanu Reeves,excellent
964,27904,128,4,Scanner Darkly, A (2006),drugs,excellent
965,27904,128,4,Scanner Darkly, A (2006),based on a book,excellent
966,27904,128,4,Scanner Darkly, A (2006),autobiographical,excellent
967,27904,128,4,Scanner Darkly, A (2006),animation,excellent
968,30810,128,4,Life Aquatic with Steve Zissou, The (2004),whimsical,excellent
969,30810,128,4,Life Aquatic with Steve Zissou, The (2004),visually appealing,excellent
970,30810,128,4,Life Aquatic with Steve Zissou, The (2004),submarine,excellent
971,30810,128,4,Life Aquatic with Steve Zissou, The (2004),silly,excellent
972,30810,128,4,Life Aquatic with Steve Zissou, The (2004),quirky,excellent
973,30810,128,4,Life Aquatic with Steve Zissou, The (2004),friendship,excellent
974,30810,128,4,Life Aquatic with Steve Zissou, The (2004),father-son relationship,excellent
975,30810,128,4,Life Aquatic with Steve Zissou, The (2004),absurd,excellent
976,31364,128,4,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller,serial killer,excellent
977,31364,128,4,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller,police investigation,excellent
978,31364,128,4,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller,police brutality,excellent
979,31364,128,4,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller,melancholy,excellent
980,31420,128,3.5,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller,trapped,good
981,31420,128,3.5,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller,remake,good
982,31420,128,3.5,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller,jailbreak,good
983,31420,128,3.5,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller,detroit,good
984,31420,128,3.5,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller,corruption,good
985,34048,128,4,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,slow,excellent
986,34048,128,4,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,H.G. Wells,excellent
987,34048,128,4,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,based on a book,excellent
988,34048,128,4,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,aliens,excellent
989,34048,128,4,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,alien invasion,excellent
990,34405,128,4.5,Serenity (2005),Action|Adventure|Sci-Fi,quirky,excellent
991,34405,128,4.5,Serenity (2005),Action|Adventure|Sci-Fi,funny,excellent
992,34405,128,4.5,Serenity (2005),Action|Adventure|Sci-Fi,cult film,excellent
993,34405,128,4.5,Serenity (2005),Action|Adventure|Sci-Fi,based on a TV show,excellent
994,34405,128,4.5,Serenity (2005),Action|Adventure|Sci-Fi,aliens,excellent
995,37384,128,4,Waiting... (2005),Comedy,workplace,excellent
996,37384,128,4,Waiting... (2005),Comedy,shenanigans,excellent
997,37384,128,4,Waiting... (2005),Comedy,Ryan Reynolds,excellent
998,37384,128,4,Waiting... (2005),Comedy,restaurant,excellent
999,37384,128,4,Waiting... (2005),Comedy,rebellion,excellent
1000,37384,128,4,Waiting... (2005),Comedy,identity crisis,excellent
1001,37384,128,4,Waiting... (2005),Comedy,Dane Cook,excellent
1002,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,violent,good
1003,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,Super 8 footage,good
1004,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,Super 8,good
1005,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,suicide,good
1006,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,soundtrack,good
1007,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,slow paced,good
1008,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,slow,good
1009,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,sadism,good
1010,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,revenge,good
1011,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,raw,good
1012,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,murder,good
1013,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,mental illness,good
1014,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,haunting,good
1015,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,England,good
1016,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,drugs,good
1017,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,drug dealing,good
1018,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,disturbing,good
1019,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,bullying,good
1020,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,brutal,good
1021,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,British,good
1022,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,atmospheric,good
1023,40412,128,3.5,Dead Man's Shoes (2004),Crime|Thriller,abuse,good
1024,42197,128,4,Keeping Mum (2005),Comedy|Crime,slow paced,excellent
1025,42197,128,4,Keeping Mum (2005),Comedy|Crime,natural,excellent
1026,42197,128,4,Keeping Mum (2005),Comedy|Crime,dark comedy,excellent
1027,42197,128,4,Keeping Mum (2005),Comedy|Crime,british comedy,excellent
1028,42718,128,2,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,slum,one time watch
1029,42718,128,2,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,simple plot,one time watch
1030,42718,128,2,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,simple,one time watch
1031,42718,128,2,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,parkour,one time watch
1032,42718,128,2,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,martial arts,one time watch
1033,42718,128,2,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,free running,one time watch
1034,42718,128,2,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,dystopia,one time watch
1035,42718,128,2,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,cgi,one time watch
1036,42718,128,2,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,anarchy,one time watch
1037,42718,128,2,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,acting,one time watch
1038,43908,128,3.5,London (2005),Drama,Jason Statham,good
1039,43908,128,3.5,London (2005),Drama,Drugs,good
1040,44828,128,3.5,Slither (2006),Comedy|Horror|Sci-Fi,small town,good
1041,44828,128,3.5,Slither (2006),Comedy|Horror|Sci-Fi,silly,good
1042,44828,128,3.5,Slither (2006),Comedy|Horror|Sci-Fi,pseudo-zombies,good
1043,44828,128,3.5,Slither (2006),Comedy|Horror|Sci-Fi,nathan fillion,good
1044,44828,128,3.5,Slither (2006),Comedy|Horror|Sci-Fi,Elizabeth Banks,good
1045,44828,128,3.5,Slither (2006),Comedy|Horror|Sci-Fi,cgi,good
1046,44828,128,3.5,Slither (2006),Comedy|Horror|Sci-Fi,aliens,good
1047,44861,128,3,Dead Fish (2004),Action|Comedy|Drama|Thriller,mixup,good
1048,44861,128,3,Dead Fish (2004),Action|Comedy|Drama|Thriller,mistaken identity,good
1049,44861,128,3,Dead Fish (2004),Action|Comedy|Drama|Thriller,hitman,good
1050,44861,128,3,Dead Fish (2004),Action|Comedy|Drama|Thriller,Gary Oldman,good
1051,44861,128,3,Dead Fish (2004),Action|Comedy|Drama|Thriller,dark comedy,good
1052,44861,128,3,Dead Fish (2004),Action|Comedy|Drama|Thriller,black comedy,good
1053,45728,128,2,Clerks II (2006),Comedy,view askew,one time watch
1054,45728,128,2,Clerks II (2006),Comedy,Unnecessary sequel,one time watch
1055,45728,128,2,Clerks II (2006),Comedy,slackers,one time watch
1056,45728,128,2,Clerks II (2006),Comedy,profanity,one time watch
1057,45728,128,2,Clerks II (2006),Comedy,jay and silent bob,one time watch
1058,45728,128,2,Clerks II (2006),Comedy,crude humor,one time watch
1059,45728,128,2,Clerks II (2006),Comedy,bad acting,one time watch
1060,45928,128,3,Who Killed the Electric Car? (2006),Documentary,propaganda,good
1061,45928,128,3,Who Killed the Electric Car? (2006),Documentary,politics,good
1062,45928,128,3,Who Killed the Electric Car? (2006),Documentary,oil,good
1063,45928,128,3,Who Killed the Electric Car? (2006),Documentary,lobbyism,good
1064,45928,128,3,Who Killed the Electric Car? (2006),Documentary,environmental,good
1065,45928,128,3,Who Killed the Electric Car? (2006),Documentary,corruption,good
1066,45928,128,3,Who Killed the Electric Car? (2006),Documentary,cars,good
1067,45928,128,3,Who Killed the Electric Car? (2006),Documentary,business is the antagonist,good
1068,45928,128,3,Who Killed the Electric Car? (2006),Documentary,business,good
1069,46965,128,4,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,snakes on crack,excellent
1070,46965,128,4,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,silly,excellent
1071,46965,128,4,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,Cult film,excellent
1072,46965,128,4,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,absurd,excellent
1073,47394,128,4,Bon Cop, Bad Cop (2006),sport:ice hockey,excellent
1074,47394,128,4,Bon Cop, Bad Cop (2006),quÃ©bÃ©cois,excellent
1075,47394,128,4,Bon Cop, Bad Cop (2006),clash of cultures,excellent
1076,47610,128,3.5,Illusionist, The (2006),twist ending,good
1077,47610,128,3.5,Illusionist, The (2006),romance,good
1078,47610,128,3.5,Illusionist, The (2006),Magic,good
1079,47610,128,3.5,Illusionist, The (2006),Illusionism,good
1080,47952,128,2.5,Covenant, The (2006),witches,one time watch
1081,47952,128,2.5,Covenant, The (2006),Teen movie,one time watch
1082,47952,128,2.5,Covenant, The (2006),magic,one time watch
1083,48231,128,3.5,Taxidermia (2006),Comedy|Drama|Horror,nudity,good
1084,48231,128,3.5,Taxidermia (2006),Comedy|Drama|Horror,grotesque,good
1085,48231,128,3.5,Taxidermia (2006),Comedy|Drama|Horror,gross,good
1086,48231,128,3.5,Taxidermia (2006),Comedy|Drama|Horror,eating contest,good
1087,48231,128,3.5,Taxidermia (2006),Comedy|Drama|Horror,brutal,good
1088,48231,128,3.5,Taxidermia (2006),Comedy|Drama|Horror,absurd,good
1089,48416,128,3,School for Scoundrels (2006),Comedy|Crime,transformation,good
1090,48416,128,3,School for Scoundrels (2006),Comedy|Crime,nerds,good
1091,48416,128,3,School for Scoundrels (2006),Comedy|Crime,losers,good
1092,48416,128,3,School for Scoundrels (2006),Comedy|Crime,course,good
1093,48520,128,3.5,Employee of the Month (2006),Comedy,Dane Cook,good
1094,48520,128,3.5,Employee of the Month (2006),Comedy,competition,good
1095,48738,128,4,Last King of Scotland, The (2006),violent,excellent
1096,48738,128,4,Last King of Scotland, The (2006),Uganda,excellent
1097,48738,128,4,Last King of Scotland, The (2006),historical,excellent
1098,48738,128,4,Last King of Scotland, The (2006),based on a true story,excellent
1099,48738,128,4,Last King of Scotland, The (2006),Africa,excellent
1100,50442,128,3.5,Alpha Dog (2007),Crime|Drama,wannabe gangsters,good
1101,50442,128,3.5,Alpha Dog (2007),Crime|Drama,true story,good
1102,50442,128,3.5,Alpha Dog (2007),Crime|Drama,teens,good
1103,50442,128,3.5,Alpha Dog (2007),Crime|Drama,drugs,good
1104,50442,128,3.5,Alpha Dog (2007),Crime|Drama,drug dealers,good
1105,50804,128,2.5,Hannibal Rising (2007),Drama|Horror|Thriller,serial killer,one time watch
1106,50804,128,2.5,Hannibal Rising (2007),Drama|Horror|Thriller,boring,one time watch
1107,52328,128,3,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,unoriginal,good
1108,52328,128,3,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,suicide,good
1109,52328,128,3,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,space,good
1110,52328,128,3,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,sci-fi,good
1111,52328,128,3,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,madness,good
1112,52328,128,3,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,isolation,good
1113,52328,128,3,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,dark,good
1114,52328,128,3,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,cinematography,good
1115,52606,128,4.5,Big Nothing (2006),Comedy|Crime|Thriller,Simon Pegg,excellent
1116,52606,128,4.5,Big Nothing (2006),Comedy|Crime|Thriller,David Schwimmer,excellent
1117,52606,128,4.5,Big Nothing (2006),Comedy|Crime|Thriller,dark comedy,excellent
1118,53129,128,4,Mr. Brooks (2007),Crime|Drama|Thriller,Dane Cook,excellent
1119,53318,128,4,Cashback (2006),Comedy|Drama|Romance,time,excellent
1120,53318,128,4,Cashback (2006),Comedy|Drama|Romance,surreal,excellent
1121,53318,128,4,Cashback (2006),Comedy|Drama|Romance,supermarket,excellent
1122,53318,128,4,Cashback (2006),Comedy|Drama|Romance,stopping time,excellent
1123,53318,128,4,Cashback (2006),Comedy|Drama|Romance,slackers,excellent
1124,53318,128,4,Cashback (2006),Comedy|Drama|Romance,quirky,excellent
1125,53318,128,4,Cashback (2006),Comedy|Drama|Romance,insomnia,excellent
1126,53318,128,4,Cashback (2006),Comedy|Drama|Romance,imagination,excellent
1127,53318,128,4,Cashback (2006),Comedy|Drama|Romance,british,excellent
1128,53468,128,3.5,Fido (2006),Comedy|Horror|Thriller,1950s,good
1129,53906,128,4,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama,sweden,excellent
1130,53906,128,4,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama,small town,excellent
1131,53906,128,4,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama,pop music,excellent
1132,53906,128,4,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama,lappland,excellent
1133,53906,128,4,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama,laestadianism,excellent
1134,53906,128,4,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama,friendship,excellent
1135,53906,128,4,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama,coming of age,excellent
1136,53906,128,4,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama,based on a book,excellent
1137,53906,128,4,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama,abuse,excellent
1138,53906,128,4,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama,1960s,excellent
1139,54075,128,4,Arn: The Knight Templar (Arn - Tempelriddaren) (2007),Action|Adventure|Drama|Romance|War,templars,excellent
1140,54075,128,4,Arn: The Knight Templar (Arn - Tempelriddaren) (2007),Action|Adventure|Drama|Romance|War,templar,excellent
1141,54075,128,4,Arn: The Knight Templar (Arn - Tempelriddaren) (2007),Action|Adventure|Drama|Romance|War,medieval,excellent
1142,54075,128,4,Arn: The Knight Templar (Arn - Tempelriddaren) (2007),Action|Adventure|Drama|Romance|War,crusaders,excellent
1143,54075,128,4,Arn: The Knight Templar (Arn - Tempelriddaren) (2007),Action|Adventure|Drama|Romance|War,church,excellent
1144,54648,128,3,Rush Hour 3 (2007),Action|Comedy|Crime|Thriller,Jackie Chan,good
1145,54648,128,3,Rush Hour 3 (2007),Action|Comedy|Crime|Thriller,cheesy,good
1146,55116,128,2.5,Hunting Party, The (2007),improbable,one time watch
1147,55267,128,3.5,Dan in Real Life (2007),Comedy|Drama|Romance,tedious,good
1148,55267,128,3.5,Dan in Real Life (2007),Comedy|Drama|Romance,sappy,good
1149,55267,128,3.5,Dan in Real Life (2007),Comedy|Drama|Romance,predictable,good
1150,55267,128,3.5,Dan in Real Life (2007),Comedy|Drama|Romance,not funny,good
1151,55267,128,3.5,Dan in Real Life (2007),Comedy|Drama|Romance,not a comedy,good
1152,55267,128,3.5,Dan in Real Life (2007),Comedy|Drama|Romance,large family,good
1153,55267,128,3.5,Dan in Real Life (2007),Comedy|Drama|Romance,infidelity,good
1154,55267,128,3.5,Dan in Real Life (2007),Comedy|Drama|Romance,cliche,good
1155,55276,128,3,Michael Clayton (2007),Drama|Thriller,slow,good
1156,55276,128,3,Michael Clayton (2007),Drama|Thriller,loan shark,good
1157,55276,128,3,Michael Clayton (2007),Drama|Thriller,lawyers,good
1158,55276,128,3,Michael Clayton (2007),Drama|Thriller,great cast,good
1159,55276,128,3,Michael Clayton (2007),Drama|Thriller,great acting,good
1160,55276,128,3,Michael Clayton (2007),Drama|Thriller,good ending,good
